,Year,Rank,Player,Votes,Games,Games_Started,Age,Pass_QBrec,Pass_Rate,Pass_QBR,Pass_Y_per_A,Pass_AY_per_A,Pass_Y_per_C,Pass_Y_per_G,Pass_NY_per_A,Pass_ANY_per_A,Pass_Sk,Pass_4QC,Pass_GWD,Pass_Completions,Pass_Attempts,Pass_Yards,Pass_Touchdowns,Pass_Interceptions,Rush_Attempts,Rush_Yards,Rush_Touchdowns,Scrim_Receiving_Tgt,Scrim_Receiving_Y_R,Scrim_Receiving_1D,Scrim_Receiving_Succ_Pct,Scrim_Receiving_Lng,Scrim_Receiving_R_G,Scrim_Receiving_Y_G,Scrim_Receiving_Ctch_Pct,Scrim_Receiving_Y_Tgt,Rec_Receptions,Rec_Yards,Rec_Touchdowns,Scrim_Scrimmage_Touch,Scrim_Scrimmage_Y_Tch,Scrim_Scrimmage_YScm,Scrim_Scrimmage_RRTD,Def_Solo,Def_Sk,Def_Int,Scrim_Rushing_1D,Scrim_Rushing_Succ_Pct,Scrim_Rushing_Lng,Scrim_Rushing_Y_A,Scrim_Rushing_Y_G,Scrim_Rushing_A_G
70,2009,1,Peyton Manning,39.5,16,16,33.0,,99.9,80.7,7.9,7.78,11.5,281.3,7.62,7.51,10.0,7.0,7.0,393,571,4500,33,16,19,-13,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,19.0,-0.7,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.7,-0.8,1.2
71,2009,2,Drew Brees,7.5,15,15,30.0,,109.6,82.0,8.5,8.9,12.1,292.5,7.96,8.31,20.0,2.0,4.0,363,514,4388,34,11,22,33,2,1.0,-4.0,0.0,0.0,-4.0,0.1,-0.3,100.0,-4.0,1,-4,0,23.0,1.3,29.0,2.0,0.0,0.0,0.0,8.0,40.9,10.0,1.5,2.2,1.5
72,2009,3,Philip Rivers,2.0,16,16,28.0,,104.4,77.2,8.8,9.07,13.4,265.9,8.0,8.3,25.0,2.0,4.0,317,486,4254,28,9,26,50,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,26.0,1.9,50.0,1.0,0.0,0.0,0.0,5.0,23.1,15.0,1.9,3.1,1.6
73,2009,4,Brett Favre,1.0,16,16,40.0,,107.2,74.4,7.9,8.56,11.6,262.6,7.0,7.61,34.0,2.0,2.0,363,531,4202,33,7,9,7,0,1.0,-2.0,0.0,0.0,-2.0,0.1,-0.1,100.0,-2.0,1,-2,0,10.0,0.5,5.0,0.0,0.0,0.0,0.0,1.0,11.1,4.0,0.8,0.4,0.6
74,2008,1,Peyton Manning,32.0,16,16,32.0,,95.0,76.5,7.2,7.21,10.8,250.1,6.88,6.88,14.0,4.0,6.0,371,555,4002,27,12,20,21,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,20.0,1.1,21.0,1.0,0.0,0.0,0.0,4.0,25.0,12.0,1.1,1.3,1.3
75,2008,2,Chad Pennington,4.0,16,16,32.0,,97.4,65.7,7.7,7.81,11.4,228.3,7.06,7.19,24.0,1.0,2.0,321,476,3653,19,7,30,62,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,30.0,2.1,62.0,1.0,0.0,0.0,0.0,6.0,26.7,16.0,2.1,3.9,1.9
76,2008,3,Michael Turner,4.0,16,16,26.0,,,,,,,,,,,,,0,0,0,0,0,376,1699,17,9.0,6.8,2.0,44.4,18.0,0.4,2.6,66.7,4.6,6,41,0,382.0,4.6,1740.0,17.0,0.0,0.0,0.0,85.0,46.5,70.0,4.5,106.2,23.5
77,2008,4,James Harrison,3.0,15,15,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,67.0,16.0,1.0,,,,,,
78,2008,5,Adrian Peterson,3.0,16,15,23.0,,,,,,,,,,,,,0,0,0,0,0,363,1760,10,39.0,6.0,4.0,25.6,16.0,1.3,7.8,53.8,3.2,21,125,0,384.0,4.9,1885.0,10.0,0.0,0.0,0.0,82.0,45.5,67.0,4.8,110.0,22.7
79,2008,5,Adrian Peterson,3.0,16,15,29.0,,,,,,,,,,,,,0,0,0,0,0,363,1760,10,10.0,7.5,1.0,20.0,19.0,0.4,3.0,60.0,4.5,21,125,0,26.0,5.6,145.0,0.0,0.0,0.0,0.0,4.0,45.0,16.0,5.0,6.7,1.3
80,2008,6,Philip Rivers,2.0,16,16,27.0,,105.5,63.2,8.4,8.77,12.8,250.6,7.67,8.04,25.0,3.0,4.0,312,478,4009,34,11,31,84,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,31.0,2.7,84.0,0.0,0.0,0.0,0.0,12.0,58.1,11.0,2.7,5.3,1.9
81,2008,7,Chris Johnson,1.0,15,14,23.0,,,,,,,,,,,,,0,0,0,0,0,251,1228,9,62.0,6.0,11.0,37.1,25.0,2.9,17.3,69.4,4.2,43,260,1,294.0,5.1,1488.0,10.0,0.0,0.0,0.0,54.0,42.6,66.0,4.9,81.9,16.7
82,2008,8,Kurt Warner,1.0,16,16,37.0,,96.9,68.5,7.7,7.61,11.4,286.4,7.05,7.0,26.0,1.0,1.0,401,598,4583,30,14,18,-2,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,18.0,-0.1,-2.0,0.0,0.0,0.0,0.0,1.0,5.6,11.0,-0.1,-0.1,1.1
83,2007,1,Tom Brady,49.0,16,16,30.0,,117.2,87.0,8.3,9.42,12.1,300.4,7.81,8.88,21.0,4.0,4.0,398,578,4806,50,8,37,98,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,37.0,2.6,98.0,2.0,0.0,0.0,0.0,14.0,48.6,19.0,2.6,6.1,2.3
84,2007,2,Brett Favre,1.0,16,16,38.0,,95.7,70.8,7.8,7.55,11.7,259.7,7.39,7.18,15.0,2.0,4.0,356,535,4155,28,15,29,12,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,29.0,0.4,12.0,0.0,,0.0,0.0,4.0,13.8,21.0,0.4,0.8,1.8
85,2006,1,LaDainian Tomlinson,44.0,16,16,27.0,,125.0,99.7,6.7,20.0,10.0,1.3,6.67,20.0,0.0,0.0,0.0,2,3,20,2,0,348,1815,28,80.0,9.1,23.0,48.8,51.0,3.5,31.8,70.0,6.4,56,508,3,404.0,5.8,2323.0,31.0,,0.0,0.0,83.0,47.7,85.0,5.2,113.4,21.8
86,2006,2,Drew Brees,4.0,16,16,27.0,,96.2,66.7,8.0,8.02,12.4,276.1,7.54,7.58,18.0,1.0,2.0,356,554,4418,26,11,42,32,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,42.0,0.8,32.0,0.0,0.0,0.0,0.0,5.0,11.9,16.0,0.8,2.0,2.6
87,2006,3,Peyton Manning,2.0,16,16,30.0,,101.0,86.4,7.9,8.28,12.1,274.8,7.55,7.93,14.0,3.0,3.0,362,557,4397,31,9,23,36,4,0.0,,0.0,,,0.0,0.0,,,0,0,0,23.0,1.6,36.0,4.0,,0.0,0.0,7.0,30.4,12.0,1.6,2.3,1.4
88,2005,1,Shaun Alexander,19.0,16,16,28.0,,,,,,,,,,,,,0,0,0,0,0,370,1880,27,29.0,5.2,3.0,34.5,9.0,0.9,4.9,51.7,2.7,15,78,1,385.0,5.1,1958.0,28.0,,0.0,0.0,109.0,52.7,88.0,5.1,117.5,23.1
89,2005,2,Peyton Manning,13.0,16,16,29.0,,104.1,,8.3,8.51,12.3,234.2,7.8,8.03,17.0,1.0,1.0,305,453,3747,28,10,33,45,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,33.0,1.4,45.0,0.0,0.0,0.0,0.0,6.0,21.2,12.0,1.4,2.8,2.1
90,2005,3,Tom Brady,10.0,16,16,28.0,,92.3,,7.8,7.55,12.3,256.9,7.05,6.86,26.0,3.0,4.0,334,530,4110,26,14,27,89,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,27.0,3.3,89.0,1.0,,0.0,0.0,15.0,63.0,15.0,3.3,5.6,1.7
91,2005,4,Tiki Barber,6.0,16,16,30.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,357,1860,9,70.0,9.8,22.0,55.7,48.0,3.4,33.1,77.1,7.6,54,530,2,411.0,5.8,2390.0,11.0,0.0,0.0,0.0,74.0,47.9,95.0,5.2,116.3,22.3
92,2005,5,Carson Palmer,2.0,16,16,26.0,,101.1,,7.5,7.73,11.1,239.8,7.07,7.26,19.0,1.0,3.0,345,509,3836,32,12,34,41,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,34.0,1.2,41.0,1.0,0.0,0.0,0.0,6.0,29.4,14.0,1.2,2.6,2.1
93,2004,1,Peyton Manning,47.0,16,16,28.0,,121.1,,9.2,10.24,13.6,284.8,8.74,9.78,13.0,2.0,4.0,336,497,4557,49,10,25,38,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,25.0,1.5,38.0,0.0,0.0,0.0,0.0,4.0,20.0,19.0,1.5,2.4,1.6
94,2004,2,Michael Vick,1.0,15,15,24.0,,78.1,,7.2,6.4,12.8,154.2,5.58,4.87,46.0,3.0,4.0,181,321,2313,14,12,120,902,3,0.0,,0.0,,,0.0,0.0,,,0,0,0,120.0,7.5,902.0,3.0,0.0,0.0,0.0,52.0,58.3,58.0,7.5,60.1,8.0
95,2003,1,Peyton Manning,16.0,16,16,27.0,,99.0,,7.5,7.77,11.3,266.7,7.12,7.35,18.0,3.0,4.0,379,566,4267,29,10,28,26,0,1.0,-2.0,0.0,0.0,-2.0,0.1,-0.1,100.0,-2.0,1,-2,0,29.0,0.8,24.0,0.0,0.0,0.0,0.0,3.0,14.3,10.0,0.9,1.6,1.8
96,2003,2,Steve McNair,16.0,14,14,30.0,,100.4,,8.0,8.45,12.9,229.6,7.42,7.81,19.0,1.0,1.0,250,400,3215,24,7,38,138,4,1.0,4.0,0.0,100.0,4.0,0.1,0.3,100.0,4.0,1,4,0,39.0,3.6,142.0,4.0,0.0,0.0,0.0,9.0,36.8,23.0,3.6,9.9,2.7
97,2003,3,Tom Brady,8.0,16,16,26.0,,85.9,,6.9,6.72,11.4,226.3,6.08,5.94,32.0,3.0,5.0,317,527,3620,23,12,42,63,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,42.0,1.5,63.0,1.0,0.0,0.0,0.0,11.0,28.6,11.0,1.5,3.9,2.6
98,2003,4,Jamal Lewis,5.0,16,16,24.0,,,,,,,,,,,,,0,0,0,0,0,387,2066,14,38.0,7.9,10.0,47.4,26.0,1.6,12.8,68.4,5.4,26,205,0,413.0,5.5,2271.0,14.0,0.0,0.0,0.0,85.0,45.2,82.0,5.3,129.1,24.2
99,2003,5,Priest Holmes,3.0,16,16,30.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,320,1420,27,90.0,9.3,35.0,56.7,36.0,4.6,43.1,82.2,7.7,74,690,0,394.0,5.4,2110.0,27.0,,0.0,0.0,90.0,57.5,31.0,4.4,88.8,20.0
100,2003,6,Ray Lewis,2.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,121.0,1.5,6.0,,,,,,
101,2002,1,Rich Gannon,19.0,16,16,37.0,,97.3,,7.6,7.7,11.2,293.1,6.84,6.95,36.0,1.0,1.0,418,618,4689,26,10,50,156,3,0.0,,0.0,,,0.0,0.0,,,0,0,0,50.0,3.1,156.0,3.0,0.0,0.0,0.0,11.0,36.0,24.0,3.1,9.8,3.1
102,2002,2,Brett Favre,15.0,16,16,33.0,,85.6,,6.6,6.31,10.7,228.6,6.01,5.7,26.0,3.0,3.0,341,551,3658,27,16,25,73,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,25.0,2.9,73.0,0.0,0.0,0.0,0.0,6.0,28.0,17.0,2.9,4.6,1.6
103,2002,3,Steve McNair,11.0,16,16,29.0,,84.0,,6.9,6.41,11.3,211.7,6.37,5.91,21.0,3.0,3.0,301,492,3387,22,15,82,440,3,0.0,,0.0,,,0.0,0.0,,,0,0,0,82.0,5.4,440.0,3.0,0.0,0.0,0.0,29.0,48.8,26.0,5.4,27.5,5.1
104,2002,4,Derrick Brooks,1.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,88.0,1.0,5.0,,,,,,
105,2002,5,Priest Holmes,1.0,14,14,29.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,313,1615,21,81.0,9.6,31.0,56.8,64.0,5.0,48.0,86.4,8.3,70,672,3,383.0,6.0,2287.0,24.0,,0.0,0.0,105.0,54.3,56.0,5.2,115.4,22.4
106,2002,6,Michael Vick,1.0,15,15,22.0,,81.6,,7.0,6.88,12.7,195.7,6.01,5.93,33.0,2.0,2.0,231,421,2936,16,8,113,777,8,1.0,,0.0,0.0,16.0,0.0,1.1,0.0,16.0,0,16,0,113.0,7.0,793.0,8.0,0.0,0.0,0.0,45.0,53.1,46.0,6.9,51.8,7.5
107,2001,1,Kurt Warner,21.5,16,16,30.0,,101.4,,8.8,8.35,12.9,301.9,7.87,7.41,38.0,1.0,2.0,375,546,4830,36,22,28,60,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,28.0,2.1,60.0,0.0,0.0,0.0,0.0,3.0,21.4,23.0,2.1,3.8,1.8
108,2001,2,Marshall Faulk,17.5,14,14,28.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,260,1382,12,104.0,9.2,40.0,62.5,65.0,5.9,54.6,79.8,7.4,83,765,9,343.0,6.3,2147.0,21.0,0.0,0.0,0.0,70.0,54.6,71.0,5.3,98.7,18.6
109,2001,3,Brett Favre,5.0,16,16,32.0,,94.1,,7.7,7.62,12.5,245.1,7.09,7.02,22.0,1.0,2.0,314,510,3921,32,15,38,56,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,38.0,1.5,56.0,1.0,,0.0,0.0,6.0,21.1,14.0,1.5,3.5,2.4
110,2001,4,Kordell Stewart,4.0,16,16,29.0,,81.7,,7.0,6.55,11.7,194.3,6.23,5.77,29.0,1.0,1.0,266,442,3109,14,11,96,537,5,0.0,,0.0,,,0.0,0.0,,,0,0,0,96.0,5.6,537.0,5.0,0.0,0.0,0.0,32.0,53.1,48.0,5.6,33.6,6.0
111,2001,5,Brian Urlacher,2.0,16,16,23.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.0,27.0,1.0,100.0,27.0,0.1,1.7,100.0,27.0,1,27,1,1.0,27.0,27.0,1.0,91.0,6.0,3.0,0.0,,,,0.0,0.0
112,2000,1,Marshall Faulk,24.0,14,14,27.0,,,,,,,,,,,,,0,0,0,0,0,253,1359,18,113.0,10.2,42.0,54.0,72.0,5.8,59.3,71.7,7.3,81,830,8,334.0,6.6,2189.0,26.0,0.0,0.0,0.0,78.0,55.7,36.0,5.4,97.1,18.1
113,2000,2,Donovan McNabb,11.0,16,16,24.0,,77.8,,5.9,5.62,10.2,210.3,5.05,4.79,45.0,2.0,3.0,330,569,3365,21,13,86,629,6,4.0,2.5,0.0,0.0,3.0,0.1,0.3,50.0,1.3,2,5,0,88.0,7.2,634.0,6.0,0.0,0.0,0.0,32.0,58.1,54.0,7.3,39.3,5.4
114,2000,3,Eddie George,8.0,16,16,27.0,,,,,,,,,,,,,0,0,0,0,0,403,1509,14,65.0,9.1,23.0,55.4,24.0,3.1,28.3,76.9,7.0,50,453,2,453.0,4.3,1962.0,16.0,0.0,0.0,0.0,78.0,41.4,35.0,3.7,94.3,25.2
115,2000,4,Rich Gannon,5.0,16,16,35.0,,92.4,,7.3,7.39,12.1,214.4,6.6,6.73,28.0,3.0,4.0,284,473,3430,28,11,89,529,4,0.0,,0.0,,,0.0,0.0,,,0,0,0,89.0,5.9,529.0,4.0,0.0,0.0,0.0,35.0,58.4,23.0,5.9,33.1,5.6
116,2000,5,Ray Lewis,1.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,108.0,3.0,2.0,,,,,,
117,2000,6,Peyton Manning,1.0,16,16,24.0,,94.7,,7.7,7.7,12.4,275.8,7.25,7.22,20.0,2.0,3.0,357,571,4413,33,15,37,116,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,37.0,3.1,116.0,1.0,,0.0,0.0,11.0,35.1,14.0,3.1,7.3,2.3
118,1999,1,Kurt Warner,33.0,16,16,28.0,,109.2,,8.7,9.19,13.4,272.1,7.86,8.31,29.0,0.0,0.0,325,499,4353,41,13,23,92,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,23.0,4.0,92.0,1.0,0.0,0.0,0.0,10.0,34.8,22.0,4.0,5.8,1.4
119,1999,2,Marshall Faulk,8.0,16,16,26.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,253,1381,7,103.0,12.0,40.0,58.3,57.0,5.4,65.5,84.5,10.2,87,1048,5,340.0,7.1,2429.0,12.0,0.0,0.0,0.0,70.0,48.2,58.0,5.5,86.3,15.8
120,1999,3,Peyton Manning,8.0,16,16,23.0,,90.7,,7.8,7.47,12.5,258.4,7.35,7.06,14.0,6.0,7.0,331,533,4135,26,15,35,73,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,35.0,2.1,73.0,2.0,0.0,0.0,0.0,15.0,34.3,13.0,2.1,4.6,2.2
121,1999,4,Edgerrin James,1.0,16,16,21.0,,,,,,,,,,,,,0,0,0,0,0,369,1553,13,82.0,9.5,23.0,45.1,54.0,3.9,36.6,75.6,7.1,62,586,4,431.0,5.0,2139.0,17.0,0.0,0.0,0.0,86.0,42.3,72.0,4.2,97.1,23.1
122,1998,1,Terrell Davis,25.0,16,16,26.0,,,,,,,,,,,,,0,0,0,0,0,392,2008,21,38.0,8.7,12.0,47.4,35.0,1.6,13.6,65.8,5.7,25,217,2,417.0,5.3,2225.0,23.0,0.0,0.0,0.0,101.0,50.3,70.0,5.1,125.5,24.5
123,1998,2,Randall Cunningham,14.0,15,14,35.0,,106.0,,8.7,9.26,14.3,246.9,8.03,8.54,20.0,0.0,1.0,259,425,3704,34,10,32,132,1,1.0,-3.0,0.0,0.0,-3.0,0.1,-0.2,100.0,-3.0,1,-3,0,33.0,3.9,129.0,1.0,0.0,0.0,0.0,11.0,50.0,22.0,4.1,8.8,2.1
124,1998,3,Jamal Anderson,4.0,16,16,26.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,410,1846,14,46.0,11.8,13.0,45.7,27.0,1.7,19.9,58.7,6.9,27,319,2,437.0,5.0,2165.0,16.0,0.0,0.0,0.0,94.0,48.5,48.0,4.5,115.4,25.6
125,1998,4,Randy Moss,4.0,16,11,21.0,,,,,,,,,,,,,0,0,0,0,0,1,4,0,124.0,19.0,51.0,50.8,61.0,4.3,82.1,55.6,10.6,69,1313,17,70.0,18.8,1317.0,17.0,0.0,0.0,0.0,0.0,100.0,4.0,4.0,0.3,0.1
126,1997,1,Brett Favre,18.0,16,16,28.0,,92.6,,7.5,7.5,12.7,241.7,6.86,6.82,25.0,0.0,0.0,304,513,3867,35,16,58,187,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,58.0,3.2,187.0,1.0,0.0,0.0,0.0,17.0,37.9,16.0,3.2,11.7,3.6
127,1997,2,Barry Sanders,18.0,16,16,29.0,,,,,,,,,,,,,0,0,0,0,0,335,2053,11,50.0,9.2,12.0,42.0,66.0,2.1,19.1,66.0,6.1,33,305,3,368.0,6.4,2358.0,14.0,0.0,0.0,0.0,86.0,45.1,82.0,6.1,128.3,20.9
128,1997,3,Terrell Davis,4.0,15,15,25.0,,,,,,,,,,,,,0,0,0,0,0,369,1750,15,58.0,6.8,11.0,37.9,25.0,2.8,19.1,72.4,4.9,42,287,0,411.0,5.0,2037.0,15.0,0.0,0.0,0.0,99.0,54.2,50.0,4.7,116.7,24.6
129,1997,4,Steve Young,3.0,15,15,36.0,,104.7,,8.5,8.82,12.6,201.9,7.18,7.47,35.0,1.0,1.0,241,356,3029,19,6,50,199,3,0.0,,0.0,,,0.0,0.0,,,0,0,0,50.0,4.0,199.0,3.0,0.0,0.0,0.0,17.0,36.0,13.0,4.0,13.3,3.3
130,1997,5,Jerome Bettis,2.0,15,15,25.0,,,,,,,,,,,,,0,0,0,0,0,375,1665,7,24.0,7.3,5.0,33.3,19.0,1.0,7.3,62.5,4.6,15,110,2,390.0,4.6,1775.0,9.0,0.0,0.0,0.0,94.0,51.7,34.0,4.4,111.0,25.0
131,1997,6,Dana Stubblefield,2.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,48.0,15.0,0.0,,,,,,
132,1997,7,Carnell Lake,1.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,43.0,6.0,3.0,,,,,,
133,1996,1,Brett Favre,52.0,16,16,27.0,,95.8,,7.2,7.54,12.0,243.7,6.27,6.61,40.0,1.0,1.0,325,543,3899,39,13,49,136,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,49.0,2.8,136.0,2.0,0.0,0.0,0.0,19.0,46.9,23.0,2.8,8.5,3.1
134,1996,2,John Elway,33.5,15,15,36.0,,89.2,,7.1,6.91,11.6,221.9,6.37,6.15,26.0,4.0,4.0,287,466,3328,26,14,50,249,4,0.0,,0.0,,,0.0,0.0,,,0,0,0,50.0,5.0,249.0,4.0,0.0,0.0,0.0,20.0,44.0,22.0,5.0,16.6,3.3
135,1996,3,Terrell Davis,5.5,16,16,24.0,,,,,,,,,,,,,0,0,0,0,0,345,1538,13,52.0,8.6,16.0,51.9,23.0,2.3,19.4,69.2,6.0,36,310,2,381.0,4.9,1848.0,15.0,0.0,0.0,0.0,91.0,44.6,71.0,4.5,96.1,21.6
136,1996,4,Jerome Bettis,2.0,16,12,24.0,,,,,,,,,,,,,0,0,0,0,0,320,1431,11,32.0,5.5,6.0,37.5,16.0,1.4,7.6,68.8,3.8,22,122,0,342.0,4.5,1553.0,11.0,0.0,0.0,0.0,77.0,51.3,50.0,4.5,89.4,20.0
137,1995,1,Brett Favre,69.0,16,16,26.0,,99.5,,7.7,8.05,12.3,275.8,6.96,7.25,33.0,0.0,1.0,359,570,4413,38,13,39,181,3,0.0,,0.0,,,0.0,0.0,,,0,0,0,39.0,4.6,181.0,3.0,0.0,0.0,0.0,17.0,51.3,40.0,4.6,11.3,2.4
138,1995,2,Jerry Rice,10.0,16,16,33.0,,158.3,,41.0,61.0,41.0,2.6,41.0,61.0,0.0,0.0,0.0,1,1,41,1,0,5,36,1,176.0,15.1,74.0,58.5,81.0,7.6,115.5,69.3,10.5,122,1848,15,127.0,14.8,1884.0,16.0,0.0,0.0,0.0,3.0,60.0,20.0,7.2,2.3,0.3
139,1995,3,Emmitt Smith,7.0,16,16,26.0,,,,,,,,,,,,,0,0,0,0,0,377,1773,25,78.0,6.0,14.0,32.1,40.0,3.9,23.4,79.5,4.8,62,375,0,439.0,4.9,2148.0,25.0,0.0,0.0,0.0,107.0,51.2,60.0,4.7,110.8,23.6
140,1995,4,Jim Harbaugh,2.0,15,12,32.0,,100.7,,8.2,8.57,12.9,171.7,6.73,7.06,36.0,3.0,4.0,200,314,2575,17,5,52,235,2,1.0,-9.0,0.0,0.0,-9.0,0.1,-0.6,100.0,-9.0,1,-9,0,53.0,4.3,226.0,2.0,0.0,0.0,0.0,16.0,42.3,21.0,4.5,15.7,3.5
141,1994,1,Steve Young,74.0,16,16,33.0,,112.8,,8.6,9.15,12.3,248.1,7.74,8.24,31.0,1.0,1.0,324,461,3969,35,10,58,293,7,0.0,,0.0,,,0.0,0.0,,,0,0,0,58.0,5.1,293.0,7.0,0.0,0.0,0.0,28.0,60.3,27.0,5.1,18.3,3.6
142,1994,2,Barry Sanders,22.0,16,16,26.0,,,,,,,,,,,,,0,0,0,0,0,331,1883,7,65.0,6.4,16.0,32.3,22.0,2.8,17.7,67.7,4.4,44,283,1,375.0,5.8,2166.0,8.0,0.0,0.0,0.0,76.0,44.7,85.0,5.7,117.7,20.7
143,1994,3,Jerry Rice,1.0,16,16,32.0,,,,,,,,,,,,,0,0,0,0,0,7,93,2,151.0,13.4,75.0,62.3,69.0,7.0,93.7,74.2,9.9,112,1499,13,119.0,13.4,1592.0,15.0,0.0,0.0,0.0,4.0,57.1,28.0,13.3,5.8,0.4
144,1994,4,Deion Sanders,1.0,14,12,27.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0.0,,0.0,0.0,34.0,0.0,6.0,0.0,,,,0.0,0.0
145,1993,1,Emmitt Smith,26.0,14,13,24.0,,,,,,,,,,,,,0,0,0,0,0,283,1486,9,65.0,7.3,13.0,43.1,86.0,4.1,29.6,87.7,6.4,57,414,1,340.0,5.6,1900.0,10.0,,0.0,0.0,74.0,57.6,62.0,5.3,106.1,20.2
146,1993,2,Steve Young,21.0,16,16,32.0,,101.5,,8.7,8.4,12.8,251.4,7.84,7.55,31.0,0.0,0.0,314,462,4023,29,16,69,407,2,2.0,1.0,0.0,50.0,6.0,0.1,0.1,100.0,1.0,2,2,0,71.0,5.8,409.0,2.0,,0.0,0.0,28.0,55.1,35.0,5.9,25.4,4.3
