,Year,Rank,Player,Votes,Games,Games_Started,Age,Pass_QBrec,Pass_Rate,Pass_QBR,Pass_Y_per_A,Pass_AY_per_A,Pass_Y_per_C,Pass_Y_per_G,Pass_NY_per_A,Pass_ANY_per_A,Pass_Sk,Pass_4QC,Pass_GWD,Pass_Completions,Pass_Attempts,Pass_Yards,Pass_Touchdowns,Pass_Interceptions,Rush_Attempts,Rush_Yards,Rush_Touchdowns,Scrim_Receiving_Tgt,Scrim_Receiving_Y_R,Scrim_Receiving_1D,Scrim_Receiving_Succ_Pct,Scrim_Receiving_Lng,Scrim_Receiving_R_G,Scrim_Receiving_Y_G,Scrim_Receiving_Ctch_Pct,Scrim_Receiving_Y_Tgt,Rec_Receptions,Rec_Yards,Rec_Touchdowns,Scrim_Scrimmage_Touch,Scrim_Scrimmage_Y_Tch,Scrim_Scrimmage_YScm,Scrim_Scrimmage_RRTD,Def_Solo,Def_Sk,Def_Int,Scrim_Rushing_1D,Scrim_Rushing_Succ_Pct,Scrim_Rushing_Lng,Scrim_Rushing_Y_A,Scrim_Rushing_Y_G,Scrim_Rushing_A_G
147,1993,3,Jerry Rice,15.0,16,16,31.0,,,,,,,,,,,,,0,0,0,0,0,3,69,1,153.0,15.3,72.0,57.5,80.0,6.1,93.9,64.1,9.8,98,1503,15,101.0,15.6,1572.0,16.0,,0.0,0.0,2.0,100.0,43.0,23.0,4.3,0.2
148,1993,4,John Elway,10.0,16,16,33.0,,92.8,,7.3,7.4,11.6,251.9,6.33,6.42,39.0,1.0,1.0,348,551,4030,25,10,44,153,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,44.0,3.5,153.0,0.0,,0.0,0.0,11.0,34.1,18.0,3.5,9.6,2.8
149,1993,5,Troy Aikman,3.0,14,14,27.0,,99.0,,7.9,7.98,11.4,221.4,7.05,7.12,26.0,0.0,1.0,271,392,3100,15,6,32,125,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,32.0,3.9,125.0,0.0,,0.0,0.0,6.0,40.6,20.0,3.9,8.9,2.3
150,1993,6,Marcus Allen,2.0,16,10,33.0,,,,,,,,,,,,,0,0,0,0,0,206,764,12,46.0,7.0,17.0,47.8,18.0,2.1,14.9,73.9,5.2,34,238,3,240.0,4.2,1002.0,15.0,,0.0,0.0,55.0,47.1,39.0,3.7,47.8,12.9
151,1993,7,Warren Moon,2.0,15,14,37.0,,75.2,,6.7,5.69,11.5,232.3,5.9,4.95,34.0,1.0,1.0,303,520,3485,21,21,48,145,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,48.0,3.0,145.0,1.0,,0.0,0.0,12.0,35.4,35.0,3.0,9.7,3.2
152,1993,8,Sterling Sharpe,1.0,16,16,28.0,,79.2,,1.0,1.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1,1,1,0,0,4,8,0,189.0,11.4,68.0,51.3,54.0,7.0,79.6,59.3,6.7,112,1274,11,116.0,11.1,1282.0,11.0,,0.0,0.0,0.0,50.0,5.0,2.0,0.5,0.3
153,1993,9,Phil Simms,1.0,16,16,38.0,,88.3,,7.6,7.33,12.3,189.9,6.46,6.22,37.0,3.0,3.0,247,400,3038,15,9,28,31,0,1.0,-6.0,0.0,0.0,-6.0,0.1,-0.4,100.0,-6.0,1,-6,0,29.0,0.9,25.0,0.0,,0.0,0.0,6.0,25.0,9.0,1.1,1.9,1.8
154,1992,1,Steve Young,56.0,16,16,31.0,,107.0,,8.6,9.08,12.9,216.6,7.69,8.12,29.0,3.0,5.0,268,402,3465,25,7,76,537,4,0.0,,0.0,,,0.0,0.0,,,0,0,0,76.0,7.1,537.0,4.0,,0.0,0.0,33.0,52.6,39.0,7.1,33.6,4.8
155,1992,2,Barry Foster,11.0,16,15,24.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,390,1690,11,50.0,9.6,12.0,46.0,42.0,2.3,21.5,72.0,6.9,36,344,0,426.0,4.8,2034.0,11.0,,0.0,0.0,86.0,49.0,69.0,4.3,105.6,24.4
156,1992,3,Emmitt Smith,10.0,16,16,23.0,,,,,,,,,,,,,0,0,0,0,0,373,1713,18,74.0,5.7,12.0,37.8,26.0,3.7,20.9,79.7,4.5,59,335,1,432.0,4.7,2048.0,19.0,,0.0,0.0,91.0,50.4,68.0,4.6,107.1,23.3
157,1992,4,Sterling Sharpe,2.0,16,16,27.0,,,,,,,,,,,,,0,0,0,0,0,4,8,0,162.0,13.5,69.0,56.2,76.0,6.8,91.3,66.7,9.0,108,1461,13,112.0,13.1,1469.0,13.0,,0.0,0.0,1.0,25.0,14.0,2.0,0.5,0.3
158,1992,5,Cortez Kennedy,1.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,14.0,0.0,,,,,,
159,1991,1,Thurman Thomas,39.0,15,15,25.0,,,,,,,,,,,,,0,0,0,0,0,288,1407,7,73.0,10.2,30.0,69.9,50.0,4.1,42.1,84.9,8.6,62,631,5,350.0,5.8,2038.0,12.0,,0.0,0.0,62.0,52.1,33.0,4.9,93.8,19.2
160,1991,2,Jim Kelly,18.0,15,15,31.0,,97.6,,8.1,7.89,12.6,256.3,7.16,6.95,31.0,3.0,4.0,304,474,3844,33,17,20,45,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,20.0,2.3,45.0,1.0,,0.0,0.0,5.0,40.0,12.0,2.3,3.0,1.3
161,1991,3,Barry Sanders,16.0,15,15,23.0,,,,,,,,,,,,,0,0,0,0,0,342,1548,16,52.0,7.5,18.0,50.0,34.0,2.7,20.5,78.8,5.9,41,307,1,383.0,4.8,1855.0,17.0,,0.0,0.0,91.0,52.6,69.0,4.5,103.2,22.8
162,1991,4,Mark Rypien,8.0,16,16,29.0,,97.9,,8.5,8.62,14.3,222.8,8.19,8.34,7.0,2.0,5.0,249,421,3564,28,11,15,6,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,15.0,0.4,6.0,1.0,,0.0,0.0,2.0,13.3,11.0,0.4,0.4,0.9
163,1991,5,Seth Joyner,1.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,6.5,3.0,,,,,,
164,1990,1,Joe Montana,26.0,15,15,34.0,,89.0,,7.6,7.2,12.3,262.9,6.91,6.54,29.0,3.0,5.0,321,520,3944,26,16,40,162,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,40.0,4.1,162.0,1.0,,0.0,0.0,11.0,47.5,20.0,4.1,10.8,2.7
165,1990,2,Randall Cunningham,18.0,16,16,27.0,,91.6,,7.5,7.49,12.8,216.6,5.9,5.93,49.0,3.0,3.0,271,465,3466,30,13,118,942,5,0.0,,0.0,,,0.0,0.0,,,0,0,0,118.0,8.0,942.0,5.0,,0.0,0.0,52.0,66.1,52.0,8.0,58.9,7.4
166,1990,3,Warren Moon,16.0,15,15,34.0,,96.8,,8.0,8.16,13.0,312.6,7.16,7.28,36.0,1.0,1.0,362,584,4689,33,13,55,215,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,55.0,3.9,215.0,2.0,,0.0,0.0,20.0,52.7,17.0,3.9,14.3,3.7
167,1990,4,Bruce Smith,11.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,19.0,0.0,,,,,,
168,1990,5,Jim Kelly,5.0,14,14,30.0,,101.2,,8.2,8.39,12.9,202.1,7.3,7.5,20.0,1.0,1.0,219,346,2829,24,9,22,63,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,22.0,2.9,63.0,0.0,,0.0,0.0,4.0,22.7,15.0,2.9,4.5,1.6
169,1990,6,Steve DeBerg,3.0,16,16,36.0,,96.3,,7.8,8.39,13.3,215.3,6.98,7.58,22.0,2.0,3.0,258,444,3444,23,4,21,-5,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,21.0,-0.2,-5.0,0.0,,0.0,0.0,1.0,4.8,6.0,-0.2,-0.3,1.3
170,1990,7,Jerry Rice,1.0,16,16,28.0,,,,,,,,,,,,,0,0,0,0,0,2,0,0,176.0,15.0,73.0,52.3,64.0,6.3,93.9,56.8,8.5,100,1502,13,102.0,14.7,1502.0,13.0,,0.0,0.0,1.0,50.0,,0.0,0.0,0.1
171,1989,1,Joe Montana,62.0,13,13,33.0,,112.4,,9.1,9.54,13.0,270.8,7.93,8.31,33.0,4.0,5.0,271,386,3521,26,8,49,227,3,0.0,,0.0,,,0.0,0.0,,,0,0,0,49.0,4.6,227.0,3.0,,0.0,0.0,21.0,46.9,19.0,4.6,17.5,3.8
172,1989,2,Don Majkowski,6.0,16,16,25.0,,82.3,,7.2,6.61,12.2,269.9,6.27,5.71,47.0,5.0,7.0,353,599,4318,27,20,75,358,5,0.0,,0.0,,,0.0,0.0,,,0,0,0,75.0,4.8,358.0,5.0,,0.0,0.0,22.0,48.0,20.0,4.8,22.4,4.7
173,1989,3,Keith Millard,2.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,18.0,1.0,,,,,,
174,1988,1,Boomer Esiason,31.0,16,16,27.0,,97.4,,9.2,9.03,16.0,223.3,7.96,7.79,30.0,3.0,4.0,223,388,3572,28,14,43,248,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,43.0,5.8,248.0,1.0,,0.0,0.0,13.0,62.8,24.0,5.8,15.5,2.7
175,1988,2,Randall Cunningham,21.0,16,16,25.0,,77.6,,6.8,6.37,12.7,238.0,5.46,5.07,57.0,3.0,3.0,301,560,3808,24,16,93,624,6,0.0,,0.0,,,0.0,0.0,,,0,0,0,93.0,6.7,624.0,6.0,,0.0,0.0,42.0,59.1,33.0,6.7,39.0,5.8
176,1988,3,Roger Craig,17.0,16,15,28.0,,,,,,,,,,,,,0,0,0,0,0,310,1502,9,111.0,7.0,29.0,42.3,22.0,4.8,33.4,68.5,4.8,76,534,1,386.0,5.3,2036.0,10.0,,0.0,0.0,79.0,53.9,46.0,4.8,93.9,19.4
177,1988,4,Mike Singletary,6.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,1.0,1.0,,,,,,
178,1988,5,Keith Millard,1.0,15,15,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,8.0,0.0,,,,,,
179,1988,6,Warren Moon,1.0,11,11,32.0,,88.4,,7.9,7.85,14.5,211.5,7.21,7.15,12.0,1.0,1.0,160,294,2327,17,8,33,88,5,0.0,,0.0,,,0.0,0.0,,,0,0,0,33.0,2.7,88.0,5.0,,0.0,0.0,11.0,45.5,14.0,2.7,8.0,3.0
180,1988,7,Herschel Walker,1.0,16,16,26.0,,,,,,,,,,,,,0,0,0,0,0,361,1514,5,83.0,9.5,17.0,39.8,50.0,3.3,31.6,63.9,6.1,53,505,2,414.0,4.9,2019.0,7.0,,0.0,0.0,77.0,47.4,38.0,4.2,94.6,22.6
181,1987,1,John Elway,36.0,12,12,27.0,,83.4,,7.8,7.41,14.3,266.5,7.12,6.74,20.0,3.0,2.0,224,410,3198,19,12,66,304,4,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,66.0,4.6,304.0,4.0,,0.0,0.0,28.0,51.5,29.0,4.6,25.3,5.5
182,1987,2,Jerry Rice,30.0,12,12,25.0,,,,,,,,,,,,,0,0,0,0,0,8,51,1,112.0,16.6,54.0,55.4,57.0,5.4,89.8,58.0,9.6,65,1078,22,73.0,15.5,1129.0,23.0,,0.0,0.0,5.0,75.0,17.0,6.4,4.3,0.7
183,1987,3,Joe Montana,18.0,13,11,31.0,,102.1,,7.7,7.76,11.5,234.9,6.9,6.98,22.0,3.0,3.0,266,398,3054,31,13,35,141,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,35.0,4.0,141.0,1.0,,0.0,0.0,10.0,51.4,20.0,4.0,10.8,2.7
184,1986,1,Lawrence Taylor,41.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,20.5,0.0,,,,,,
185,1986,2,Eric Dickerson,17.0,16,16,26.0,,158.3,,15.0,35.0,15.0,0.9,15.0,35.0,0.0,0.0,0.0,1,1,15,1,0,404,1821,11,46.0,7.9,7.0,30.4,28.0,1.6,12.8,56.5,4.5,26,205,0,430.0,4.7,2026.0,11.0,,0.0,0.0,98.0,52.5,42.0,4.5,113.8,25.3
186,1986,3,Dan Marino,9.0,16,16,25.0,,92.5,,7.6,7.37,12.6,296.6,7.23,6.99,17.0,1.0,2.0,378,623,4746,44,23,12,-3,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,12.0,-0.3,-3.0,0.0,,0.0,0.0,1.0,16.7,13.0,-0.3,-0.2,0.8
187,1986,4,Joe Morris,5.0,15,15,26.0,,,,,,,,,,,,,0,0,0,0,0,341,1516,14,36.0,11.1,12.0,50.0,23.0,1.4,15.5,58.3,6.5,21,233,1,362.0,4.8,1749.0,15.0,,0.0,0.0,75.0,45.2,54.0,4.4,101.1,22.7
188,1986,5,John Elway,3.0,16,16,26.0,,79.0,,6.9,6.51,12.4,217.8,6.07,5.68,32.0,1.0,1.0,280,504,3485,19,13,52,257,1,1.0,23.0,1.0,100.0,23.0,0.1,1.4,100.0,23.0,1,23,1,53.0,5.3,280.0,2.0,,0.0,0.0,21.0,53.8,24.0,4.9,16.1,3.3
189,1986,6,Mark Bavaro,1.0,16,15,23.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,102.0,15.2,48.0,61.8,41.0,4.1,62.6,64.7,9.8,66,1001,4,66.0,15.2,1001.0,4.0,,0.0,0.0,0.0,,,,0.0,0.0
190,1986,7,Tony Eason,1.0,15,14,27.0,,89.2,,7.4,7.27,12.1,221.9,6.09,5.95,43.0,2.0,2.0,276,448,3328,19,10,35,170,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,35.0,4.9,170.0,0.0,,0.0,0.0,11.0,40.0,26.0,4.9,11.3,2.3
191,1986,8,Joe Montana,1.0,8,8,30.0,,80.7,,7.3,6.49,11.7,279.5,6.71,5.94,12.0,1.0,1.0,191,307,2236,8,9,17,38,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,17.0,2.2,38.0,0.0,,0.0,0.0,4.0,47.1,17.0,2.2,4.8,2.1
192,1986,9,Walter Payton,1.0,16,16,33.0,,0.0,,0.0,-11.25,,0.0,0.0,-11.25,0.0,0.0,0.0,0,4,0,0,1,321,1333,8,53.0,10.3,13.0,45.3,57.0,2.3,23.9,69.8,7.2,37,382,3,358.0,4.8,1715.0,11.0,,0.0,0.0,77.0,52.0,41.0,4.2,83.3,20.1
193,1986,10,Jerry Rice,1.0,16,15,24.0,,77.1,,8.0,8.0,16.0,1.0,8.0,8.0,0.0,0.0,0.0,1,2,16,0,0,10,72,1,152.0,18.3,69.0,49.3,66.0,5.4,98.1,56.6,10.3,86,1570,15,96.0,17.1,1642.0,16.0,,0.0,0.0,5.0,80.0,18.0,7.2,4.5,0.6
194,1985,1,Marcus Allen,33.0,16,16,25.0,,77.1,,8.0,8.0,16.0,1.0,8.0,8.0,0.0,0.0,0.0,1,2,16,0,0,380,1759,11,109.0,8.3,30.0,48.6,44.0,4.2,34.7,61.5,5.1,67,555,3,447.0,5.2,2314.0,14.0,,0.0,0.0,84.0,53.2,61.0,4.6,109.9,23.8
195,1985,2,Walter Payton,25.0,16,16,32.0,,143.7,,19.2,23.2,32.0,6.0,19.2,23.2,0.0,0.0,0.0,3,5,96,1,0,324,1551,9,62.0,9.9,18.0,54.8,65.0,3.1,30.2,79.0,7.8,49,483,2,373.0,5.5,2034.0,11.0,,0.0,0.0,81.0,54.3,40.0,4.8,96.9,20.3
196,1985,3,Roger Craig,,16,16,25.0,,,,,,,,,,,,,0,0,0,0,0,214,1050,9,117.0,11.0,44.0,55.6,73.0,5.8,63.5,78.6,8.7,92,1016,6,306.0,6.8,2066.0,15.0,,0.0,0.0,55.0,55.6,62.0,4.9,65.6,13.4
197,1985,4,Dan Marino,,16,16,24.0,,84.1,,7.3,6.69,12.3,258.6,6.8,6.21,18.0,3.0,5.0,336,567,4137,30,21,26,-24,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,26.0,-0.9,-24.0,0.0,,0.0,0.0,0.0,3.8,6.0,-0.9,-1.5,1.6
198,1984,1,Dan Marino,52.0,16,16,23.0,,108.9,,9.0,9.36,14.0,317.8,8.6,8.94,13.0,2.0,3.0,362,564,5084,48,17,28,-7,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,28.0,-0.3,-7.0,0.0,,0.0,0.0,2.0,10.7,10.0,-0.3,-0.4,1.8
199,1984,2,Eric Dickerson,18.0,16,16,24.0,,0.0,,0.0,-45.0,,0.0,0.0,-45.0,0.0,0.0,0.0,0,1,0,0,1,379,2105,14,32.0,6.6,7.0,34.4,19.0,1.3,8.7,65.6,4.3,21,139,0,400.0,5.6,2244.0,14.0,,0.0,0.0,95.0,51.5,66.0,5.6,131.6,23.7
200,1984,3,Walter Payton,,16,16,31.0,,57.8,,5.9,5.25,15.7,2.9,5.88,5.25,0.0,0.0,0.0,3,8,47,2,1,381,1684,11,63.0,8.2,11.0,42.9,31.0,2.8,23.0,71.4,5.8,45,368,0,426.0,4.8,2052.0,11.0,,0.0,0.0,82.0,48.6,72.0,4.4,105.3,23.8
201,1983,1,Joe Theismann,58.0,16,16,34.0,,97.0,,8.1,8.28,13.5,232.1,7.04,7.22,34.0,2.0,4.0,276,459,3714,29,11,37,234,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,37.0,6.3,234.0,1.0,,0.0,0.0,15.0,48.6,22.0,6.3,14.6,2.3
202,1983,2,Eric Dickerson,18.0,16,16,23.0,,,,,,,,,,,,,0,0,0,0,0,390,1808,18,63.0,7.9,15.0,50.8,37.0,3.2,25.3,81.0,6.4,51,404,2,441.0,5.0,2212.0,20.0,,0.0,0.0,116.0,51.0,85.0,4.6,113.0,24.4
203,1983,3,Dan Marino,3.0,11,9,22.0,,96.0,,7.5,7.91,12.8,200.9,6.96,7.39,10.0,1.0,2.0,173,296,2210,20,6,28,45,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,28.0,1.6,45.0,2.0,,0.0,0.0,5.0,21.4,15.0,1.6,4.1,2.5
204,1983,4,John Riggins,2.0,15,15,34.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,375,1347,24,8.0,5.8,1.0,50.0,14.0,0.3,1.9,62.5,3.6,5,29,0,380.0,3.6,1376.0,24.0,,0.0,0.0,98.0,53.9,44.0,3.6,89.8,25.0
205,1983,5,Lynn Dickey,1.0,16,16,34.0,,87.3,,9.2,7.84,15.4,278.6,7.92,6.65,40.0,3.0,4.0,289,484,4458,32,29,21,12,3,0.0,,0.0,,,0.0,0.0,,,0,0,0,21.0,0.6,12.0,3.0,,0.0,0.0,5.0,28.6,4.0,0.6,0.8,1.3
206,1983,6,Joe Montana,1.0,16,16,27.0,,94.6,,7.6,7.55,11.8,244.4,6.73,6.69,33.0,2.0,1.0,332,515,3910,26,12,61,284,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,61.0,4.7,284.0,2.0,,0.0,0.0,26.0,65.6,18.0,4.7,17.8,3.8
207,1983,7,Randy White,1.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,12.5,0.0,,,,,,
208,1982,1,Mark Moseley,35.0,9,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,0.0,0.0,,,,,,
209,1982,2,Dan Fouts,33.0,9,9,31.0,,93.3,,8.7,8.27,14.1,320.3,8.15,7.7,12.0,1.0,2.0,204,330,2883,17,11,9,8,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,9.0,0.9,8.0,1.0,,0.0,0.0,1.0,33.3,9.0,0.9,0.9,1.0
210,1982,3,Marcus Allen,6.0,9,9,22.0,,76.0,,11.8,11.75,47.0,5.2,11.75,11.75,0.0,0.0,0.0,1,4,47,0,0,160,697,11,54.0,10.6,18.0,51.9,51.0,4.2,44.6,70.4,7.4,38,401,3,198.0,5.5,1098.0,14.0,,0.0,0.0,40.0,45.0,53.0,4.4,77.4,17.8
211,1982,4,Joe Theismann,3.0,9,9,33.0,,91.3,,8.1,7.49,12.6,225.9,6.42,5.9,30.0,2.0,2.0,161,252,2033,13,9,31,150,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,31.0,4.8,150.0,0.0,,0.0,0.0,5.0,41.9,16.0,4.8,16.7,3.4
212,1982,5,Danny White,2.0,9,9,30.0,,91.1,,8.4,7.53,13.3,231.0,6.67,5.86,25.0,0.0,0.0,156,247,2079,16,12,17,91,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,17.0,5.4,91.0,0.0,,0.0,0.0,6.0,35.3,21.0,5.4,10.1,1.9
213,1981,1,Ken Anderson,46.0,16,16,32.0,,98.4,,7.8,8.11,12.5,234.6,7.17,7.43,25.0,2.0,2.0,300,479,3754,29,10,46,320,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,46.0,7.0,320.0,1.0,,0.0,0.0,18.0,58.7,25.0,7.0,20.0,2.9
214,1981,2,Joe Montana,15.0,16,16,25.0,,88.4,,7.3,6.98,11.5,222.8,6.56,6.25,26.0,2.0,2.0,311,488,3565,19,12,25,95,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,25.0,3.8,95.0,2.0,,0.0,0.0,7.0,36.0,20.0,3.8,5.9,1.6
215,1981,3,Tony Dorsett,14.0,16,16,27.0,,,,,,,,,,,,,0,0,0,0,0,342,1646,4,43.0,10.2,9.0,44.2,73.0,2.0,20.3,74.4,7.6,32,325,2,374.0,5.3,1971.0,6.0,,0.0,0.0,71.0,48.2,75.0,4.8,102.9,21.4
216,1981,4,Fred Dean,2.0,14,4,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,13.0,0.0,,,,,,
217,1981,5,Craig Morton,2.0,15,15,38.0,,90.5,,8.5,7.94,14.2,213.0,6.51,6.03,54.0,2.0,2.0,225,376,3195,21,14,8,18,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,8.0,2.3,18.0,0.0,,0.0,0.0,0.0,12.5,5.0,2.3,1.2,0.5
218,1981,6,Dan Fouts,1.0,16,16,30.0,,90.6,,7.9,7.71,13.3,300.1,7.43,7.27,19.0,3.0,3.0,360,609,4802,33,17,22,56,0,0.0,,0.0,,,0.0,0.0,,,0,0,0,22.0,2.5,56.0,0.0,,0.0,0.0,4.0,40.9,13.0,2.5,3.5,1.4
219,1981,7,Ronnie Lott,1.0,16,16,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,,,,,,0.0,7.0,,,,,,
220,1981,8,Chuck Muncie,1.0,15,14,28.0,,118.7,,3.0,23.0,3.0,0.2,3.0,23.0,0.0,0.0,0.0,1,1,3,1,0,251,1144,19,60.0,8.4,17.0,51.7,32.0,2.9,24.1,71.7,6.0,43,362,0,294.0,5.1,1506.0,19.0,,0.0,0.0,72.0,54.6,73.0,4.6,76.3,16.7
221,1981,9,George Rogers,1.0,16,16,23.0,,,,,,,,,,,,,0,0,0,0,0,378,1674,13,25.0,7.9,6.0,36.0,25.0,1.0,7.9,64.0,5.0,16,126,0,394.0,4.6,1800.0,13.0,,0.0,0.0,91.0,48.1,79.0,4.4,104.6,23.6
222,1981,10,Kellen Winslow,1.0,16,16,24.0,,39.6,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,140.0,12.2,57.0,56.4,67.0,5.5,67.2,62.9,7.7,88,1075,10,88.0,12.2,1075.0,10.0,,0.0,0.0,0.0,,,,0.0,0.0
223,1980,1,Brian Sipe,47.0,16,16,31.0,,91.4,,7.5,7.4,12.3,258.3,6.79,6.73,23.0,3.0,4.0,337,554,4132,30,14,20,55,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,20.0,2.8,55.0,1.0,,0.0,0.0,5.0,35.0,24.0,2.8,3.4,1.3
224,1980,2,Earl Campbell,22.0,15,15,25.0,,135.4,,28.5,38.5,57.0,3.8,28.5,38.5,0.0,0.0,0.0,1,2,57,1,0,373,1934,13,20.0,4.3,3.0,30.0,10.0,0.7,3.1,55.0,2.4,11,47,0,384.0,5.2,1981.0,13.0,,0.0,0.0,113.0,57.6,55.0,5.2,128.9,24.9
225,1980,3,Steve Bartkowski,4.0,16,16,28.0,,88.2,,7.7,7.44,13.8,221.5,6.47,6.27,35.0,3.0,4.0,257,463,3544,31,16,25,35,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,25.0,1.4,35.0,2.0,,0.0,0.0,9.0,36.0,11.0,1.4,2.2,1.6
226,1980,4,Ron Jaworski,4.0,16,16,29.0,,91.0,,7.8,7.82,13.7,220.6,6.94,6.94,27.0,2.0,3.0,257,451,3529,27,12,27,95,1,0.0,,0.0,,,0.0,0.0,,,0,0,0,27.0,3.5,95.0,1.0,,0.0,0.0,10.0,51.9,19.0,3.5,5.9,1.7
227,1980,5,Dan Fouts,3.0,16,16,29.0,,84.7,,8.0,7.19,13.5,294.7,7.25,6.48,32.0,1.0,2.0,348,589,4715,30,24,23,15,2,0.0,,0.0,,,0.0,0.0,,,0,0,0,23.0,0.7,15.0,2.0,,0.0,0.0,7.0,34.8,9.0,0.7,0.9,1.4
