Rec_Unnamed: 0_level_0 Rk,Player,Rec_Unnamed: 2_level_0 Age,Rec_Unnamed: 3_level_0 Team,Rec_Unnamed: 4_level_0 Pos,Rec_Unnamed: 5_level_0 G,Rec_Unnamed: 6_level_0 GS,Rec_Receiving Tgt,Rec_Receiving Rec,Rec_Receiving Yds,Rec_Receiving Y/R,Rec_Receiving TD,Rec_Receiving 1D,Rec_Receiving Succ%,Rec_Receiving Lng,Rec_Receiving R/G,Rec_Receiving Y/G,Rec_Receiving Ctch%,Rec_Receiving Y/Tgt,Rec_Unnamed: 19_level_0 Fmb,Rec_Unnamed: 20_level_0 Awards,Year
261.0,Josh Oliver,28.0,MIN,TE,11.0,4.0,11.0,9.0,86.0,9.6,4.0,4.0,72.7,32.0,0.8,7.8,81.8,7.8,0.0,,2025
262.0,Bhayshul Tuten,22.0,JAX,RB,13.0,0.0,13.0,9.0,63.0,7.0,1.0,2.0,46.2,24.0,0.7,4.8,69.2,4.8,2.0,,2025
263.0,Adam Thielen,35.0,2TM,WR,12.0,5.0,19.0,9.0,73.0,8.1,0.0,6.0,47.4,19.0,0.8,6.1,47.4,3.8,0.0,,2025
263.0,Adam Thielen,35.0,MIN,WR,11.0,4.0,18.0,8.0,69.0,8.6,0.0,6.0,44.4,19.0,0.7,6.3,44.4,3.8,0.0,,2025
263.0,Adam Thielen,35.0,PIT,WR,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,100.0,4.0,1.0,4.0,100.0,4.0,0.0,,2025
264.0,John Bates,28.0,WAS,TE,11.0,8.0,12.0,8.0,71.0,8.9,0.0,3.0,58.3,22.0,0.7,6.5,66.7,5.9,0.0,,2025
265.0,James Conner,30.0,ARI,RB,3.0,3.0,9.0,8.0,38.0,4.8,1.0,4.0,55.6,18.0,2.7,12.7,88.9,4.2,1.0,,2025
266.0,Emari Demercado,26.0,ARI,RB,9.0,0.0,12.0,8.0,64.0,8.0,1.0,2.0,33.3,34.0,0.9,7.1,66.7,5.3,1.0,,2025
267.0,Isaiah Hodgins,27.0,NYG,WR,3.0,2.0,13.0,8.0,103.0,12.9,1.0,6.0,53.8,30.0,2.7,34.3,61.5,7.9,0.0,,2025
268.0,Hunter Luepke,25.0,DAL,RB,13.0,4.0,9.0,8.0,63.0,7.9,1.0,4.0,44.4,15.0,0.6,4.8,88.9,7.0,0.0,,2025
269.0,Johnny Mundt,31.0,JAX,TE,12.0,6.0,17.0,8.0,95.0,11.9,0.0,5.0,47.1,21.0,0.7,7.9,47.1,5.6,0.0,,2025
270.0,Miles Sanders,28.0,DAL,RB,4.0,0.0,8.0,8.0,30.0,3.8,0.0,0.0,37.5,9.0,2.0,7.5,100.0,3.8,1.0,,2025
271.0,David Sills V,29.0,ATL,WR,13.0,3.0,20.0,8.0,65.0,8.1,2.0,3.0,35.0,12.0,0.6,5.0,40.0,3.3,0.0,,2025
272.0,Isaac TeSlaa,23.0,DET,WR,13.0,2.0,14.0,8.0,120.0,15.0,4.0,7.0,50.0,29.0,0.6,9.2,57.1,8.6,0.0,,2025
273.0,Dont'e Thornton,23.0,LVR,WR,11.0,7.0,25.0,8.0,123.0,15.4,0.0,6.0,28.0,36.0,0.7,11.2,32.0,4.9,0.0,,2025
274.0,Sean Tucker,24.0,TAM,RB,13.0,0.0,10.0,8.0,34.0,4.3,1.0,1.0,20.0,28.0,0.6,2.6,80.0,3.4,1.0,,2025
275.0,Ameer Abdullah,32.0,IND,RB,9.0,0.0,8.0,7.0,35.0,5.0,0.0,0.0,12.5,9.0,0.8,3.9,87.5,4.4,0.0,,2025
276.0,Gabriel Davis,26.0,BUF,WR,4.0,3.0,10.0,7.0,88.0,12.6,0.0,5.0,60.0,22.0,1.8,22.0,70.0,8.8,0.0,,2025
277.0,Dylan Drummond,25.0,ATL,WR,5.0,0.0,11.0,7.0,42.0,6.0,0.0,2.0,27.3,15.0,1.4,8.4,63.6,3.8,0.0,,2025
278.0,Jimmy Horn,23.0,CAR,WR,9.0,0.0,11.0,7.0,77.0,11.0,0.0,3.0,45.5,34.0,0.8,8.6,63.6,7.0,0.0,,2025
279.0,Keaton Mitchell,23.0,BAL,RB,9.0,0.0,9.0,7.0,56.0,8.0,0.0,2.0,44.4,17.0,0.8,6.2,77.8,6.2,1.0,,2025
280.0,Jayden Reed,25.0,GNB,WR,3.0,2.0,9.0,7.0,76.0,10.9,1.0,4.0,55.6,26.0,2.3,25.3,77.8,8.4,0.0,,2025
281.0,Brian Robinson Jr.,26.0,SFO,RB,13.0,0.0,10.0,7.0,19.0,2.7,0.0,0.0,20.0,4.0,0.5,1.5,70.0,1.9,0.0,,2025
282.0,Drew Sample,29.0,CIN,TE,13.0,10.0,12.0,7.0,38.0,5.4,1.0,3.0,25.0,16.0,0.5,2.9,58.3,3.2,0.0,,2025
283.0,Curtis Samuel,29.0,BUF,WR,6.0,0.0,9.0,7.0,81.0,11.6,1.0,5.0,55.6,21.0,1.2,13.5,77.8,9.0,0.0,,2025
284.0,Mitchell Tinsley,26.0,CIN,WR,13.0,2.0,21.0,7.0,100.0,14.3,2.0,5.0,33.3,27.0,0.5,7.7,33.3,4.8,0.0,,2025
285.0,Isaiah Williams,24.0,NYJ,WR,11.0,0.0,13.0,7.0,61.0,8.7,0.0,3.0,46.2,15.0,0.6,5.5,53.8,4.7,1.0,,2025
286.0,Ray-Ray McCloud,29.0,2TM,WR,6.0,2.0,15.0,7.0,69.0,9.9,0.0,4.0,33.3,24.0,1.2,11.5,46.7,4.6,0.0,,2025
286.0,Ray-Ray McCloud,29.0,ATL,WR,4.0,1.0,14.0,6.0,64.0,10.7,0.0,4.0,28.6,24.0,1.5,16.0,42.9,4.6,0.0,,2025
286.0,Ray-Ray McCloud,29.0,NYG,WR,2.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,100.0,5.0,0.5,2.5,100.0,5.0,0.0,,2025
287.0,Lil'Jordan Humphrey,27.0,2TM,WR,6.0,2.0,14.0,7.0,82.0,11.7,0.0,4.0,42.9,34.0,1.2,13.7,50.0,5.9,0.0,,2025
287.0,Lil'Jordan Humphrey,27.0,NYG,WR,3.0,2.0,10.0,4.0,55.0,13.8,0.0,2.0,30.0,34.0,1.3,18.3,40.0,5.5,0.0,,2025
287.0,Lil'Jordan Humphrey,27.0,DEN,WR,3.0,0.0,4.0,3.0,27.0,9.0,0.0,2.0,75.0,15.0,1.0,9.0,75.0,6.8,0.0,,2025
288.0,Nate Adkins,26.0,DEN,TE,6.0,3.0,10.0,6.0,48.0,8.0,1.0,3.0,50.0,16.0,1.0,8.0,60.0,4.8,0.0,,2025
289.0,Braxton Berrios,30.0,HOU,WR,4.0,0.0,8.0,6.0,37.0,6.2,0.0,3.0,37.5,14.0,1.5,9.3,75.0,4.6,0.0,,2025
290.0,Tyler Conklin,30.0,LAC,TE,12.0,5.0,9.0,6.0,95.0,15.8,0.0,3.0,44.4,33.0,0.5,7.9,66.7,10.6,1.0,,2025
291.0,Blake Corum,25.0,LAR,RB,13.0,0.0,11.0,6.0,13.0,2.2,0.0,0.0,18.2,14.0,0.5,1.0,54.5,1.2,0.0,,2025
292.0,Ollie Gordon,21.0,MIA,RB,13.0,1.0,8.0,6.0,30.0,5.0,1.0,1.0,12.5,20.0,0.5,2.3,75.0,3.8,0.0,,2025
293.0,Malik Heath,25.0,GNB,WR,11.0,0.0,7.0,6.0,86.0,14.3,0.0,4.0,85.7,37.0,0.5,7.8,85.7,12.3,0.0,,2025
294.0,Gage Larvadain,23.0,CLE,WR,9.0,0.0,12.0,6.0,63.0,10.5,0.0,3.0,25.0,14.0,0.7,7.0,50.0,5.3,4.0,,2025
295.0,Foster Moreau,28.0,NOR,TE,9.0,7.0,9.0,6.0,54.0,9.0,0.0,2.0,66.7,16.0,0.7,6.0,66.7,6.0,0.0,,2025
296.0,Adam Prentice,28.0,DEN,FB,13.0,2.0,8.0,6.0,53.0,8.8,0.0,3.0,50.0,14.0,0.5,4.1,75.0,6.6,0.0,,2025
297.0,Will Shipley,23.0,PHI,RB,11.0,0.0,8.0,6.0,42.0,7.0,0.0,1.0,12.5,11.0,0.5,3.8,75.0,5.3,0.0,,2025
298.0,Arian Smith,24.0,NYJ,WR,12.0,5.0,10.0,6.0,47.0,7.8,0.0,4.0,40.0,23.0,0.5,3.9,60.0,4.7,0.0,,2025
299.0,Brevyn Spann-Ford,26.0,DAL,TE,13.0,4.0,7.0,6.0,29.0,4.8,1.0,1.0,57.1,9.0,0.5,2.2,85.7,4.1,0.0,,2025
300.0,Cade Stover,25.0,HOU,TE,5.0,4.0,8.0,6.0,38.0,6.3,0.0,2.0,37.5,11.0,1.2,7.6,75.0,4.8,0.0,,2025
301.0,Mason Tipton,25.0,NOR,WR,12.0,2.0,10.0,6.0,42.0,7.0,0.0,2.0,40.0,10.0,0.5,3.5,60.0,4.2,0.0,,2025
302.0,Casey Washington,24.0,ATL,WR,7.0,2.0,14.0,6.0,94.0,15.7,0.0,6.0,42.9,25.0,0.9,13.4,42.9,6.7,0.0,,2025
303.0,Mo Alie-Cox,32.0,IND,TE,13.0,6.0,11.0,5.0,59.0,11.8,0.0,2.0,45.5,20.0,0.4,4.5,45.5,5.4,0.0,,2025
304.0,Andrew Beck,29.0,NYJ,FB,13.0,1.0,6.0,5.0,43.0,8.6,1.0,3.0,83.3,17.0,0.4,3.3,83.3,7.2,0.0,,2025
305.0,Treylon Burks,25.0,WAS,WR,4.0,0.0,9.0,5.0,77.0,15.4,1.0,4.0,44.4,37.0,1.3,19.3,55.6,8.6,0.0,,2025
306.0,Grant Calcaterra,27.0,PHI,TE,11.0,4.0,8.0,5.0,48.0,9.6,0.0,2.0,50.0,16.0,0.5,4.4,62.5,6.0,0.0,,2025
307.0,Robbie Chosen,32.0,WAS,WR,3.0,0.0,9.0,5.0,53.0,10.6,0.0,2.0,22.2,17.0,1.7,17.7,55.6,5.9,0.0,,2025
308.0,Malachi Corley,23.0,CLE,WR,9.0,4.0,6.0,5.0,34.0,6.8,0.0,1.0,16.7,17.0,0.6,3.8,83.3,5.7,0.0,,2025
309.0,Will Dissly,29.0,LAC,TE,5.0,1.0,6.0,5.0,44.0,8.8,0.0,2.0,66.7,18.0,1.0,8.8,83.3,7.3,0.0,,2025
310.0,Ashton Dulin,28.0,IND,WR,10.0,2.0,8.0,5.0,106.0,21.2,0.0,4.0,50.0,48.0,0.5,10.6,62.5,13.3,0.0,,2025
311.0,Austin Ekeler,30.0,WAS,RB,2.0,2.0,7.0,5.0,38.0,7.6,0.0,2.0,42.9,15.0,2.5,19.0,71.4,5.4,0.0,,2025
312.0,Terrance Ferguson,22.0,LAR,TE,11.0,1.0,15.0,5.0,138.0,27.6,1.0,5.0,33.3,36.0,0.5,12.5,33.3,9.2,0.0,,2025
313.0,Jalin Hyatt,24.0,NYG,WR,7.0,0.0,13.0,5.0,35.0,7.0,0.0,2.0,30.8,14.0,0.7,5.0,38.5,2.7,0.0,,2025
314.0,Alec Ingold,29.0,MIA,FB,13.0,9.0,7.0,5.0,36.0,7.2,0.0,3.0,42.9,22.0,0.4,2.8,71.4,5.1,0.0,,2025
315.0,Kendre Miller,23.0,NOR,RB,7.0,0.0,5.0,5.0,30.0,6.0,0.0,1.0,20.0,11.0,0.7,4.3,100.0,6.0,0.0,,2025
316.0,Konata Mumpfield,23.0,LAR,WR,13.0,0.0,8.0,5.0,42.0,8.4,1.0,4.0,62.5,14.0,0.4,3.2,62.5,5.3,0.0,,2025
317.0,Dare Ogunbowale,31.0,HOU,RB,13.0,0.0,6.0,5.0,36.0,7.2,0.0,1.0,16.7,16.0,0.4,2.8,83.3,6.0,1.0,,2025
318.0,Albert Okwuegbunam,27.0,LVR,TE,1.0,0.0,6.0,5.0,36.0,7.2,0.0,2.0,50.0,16.0,5.0,36.0,83.3,6.0,0.0,,2025
319.0,Kyle Williams,23.0,NWE,WR,13.0,0.0,13.0,5.0,143.0,28.6,2.0,4.0,38.5,72.0,0.4,11.0,38.5,11.0,0.0,,2025
320.0,Charlie Woerner,28.0,ATL,TE,13.0,10.0,6.0,5.0,33.0,6.6,0.0,2.0,33.3,18.0,0.4,2.5,83.3,5.5,0.0,,2025
321.0,Tutu Atwell,26.0,LAR,WR,6.0,4.0,9.0,4.0,164.0,41.0,1.0,3.0,44.4,88.0,0.7,27.3,44.4,18.2,0.0,,2025
322.0,Noah Brown,29.0,WAS,WR,3.0,3.0,9.0,4.0,55.0,13.8,0.0,2.0,44.4,19.0,1.3,18.3,44.4,6.1,0.0,,2025
323.0,Ray Davis,26.0,BUF,RB,13.0,0.0,7.0,4.0,18.0,4.5,1.0,2.0,28.6,16.0,0.3,1.4,57.1,2.6,0.0,,2025
324.0,D'Wayne Eskridge,28.0,MIA,WR,11.0,0.0,7.0,4.0,62.0,15.5,0.0,3.0,42.9,40.0,0.4,5.6,57.1,8.9,1.0,,2025
325.0,Hassan Haskins,26.0,LAC,RB,8.0,0.0,4.0,4.0,13.0,3.3,0.0,0.0,25.0,9.0,0.5,1.6,100.0,3.3,0.0,,2025
326.0,Taysom Hill,35.0,NOR,TE,9.0,2.0,7.0,4.0,23.0,5.8,0.0,0.0,42.9,7.0,0.4,2.6,57.1,3.3,2.0,,2025
327.0,Kameron Johnson,23.0,TAM,WR,13.0,0.0,7.0,4.0,64.0,16.0,1.0,3.0,42.9,34.0,0.3,4.9,57.1,9.1,1.0,,2025
328.0,Tom Kennedy,29.0,DET,WR,2.0,0.0,4.0,4.0,36.0,9.0,0.0,2.0,75.0,23.0,2.0,18.0,100.0,9.0,0.0,,2025
329.0,Skyy Moore,25.0,SFO,WR,13.0,0.0,6.0,4.0,64.0,16.0,0.0,4.0,66.7,21.0,0.3,4.9,66.7,10.7,1.0,,2025
330.0,James Proche,29.0,TEN,WR,5.0,0.0,5.0,4.0,55.0,13.8,0.0,2.0,60.0,23.0,0.8,11.0,80.0,11.0,0.0,,2025
331.0,Ben Sinnott,23.0,WAS,TE,12.0,3.0,4.0,4.0,41.0,10.3,1.0,2.0,100.0,22.0,0.3,3.4,100.0,10.3,0.0,,2025
332.0,Ben Skowronek,28.0,PIT,WR,13.0,3.0,6.0,4.0,69.0,17.3,1.0,4.0,66.7,22.0,0.3,5.3,66.7,11.5,0.0,,2025
333.0,Jack Stoll,27.0,NOR,TE,12.0,3.0,8.0,4.0,35.0,8.8,1.0,1.0,50.0,13.0,0.3,2.9,50.0,4.4,0.0,,2025
334.0,Marquez Valdes-Scantling,31.0,2TM,WR,6.0,0.0,9.0,4.0,40.0,10.0,0.0,1.0,33.3,19.0,0.7,6.7,44.4,4.4,0.0,,2025
334.0,Marquez Valdes-Scantling,31.0,SFO,WR,5.0,0.0,8.0,4.0,40.0,10.0,0.0,1.0,37.5,19.0,0.8,8.0,50.0,5.0,0.0,,2025
334.0,Marquez Valdes-Scantling,31.0,PIT,WR,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2025
335.0,Devontez Walker,24.0,BAL,WR,8.0,1.0,6.0,4.0,90.0,22.5,2.0,4.0,66.7,34.0,0.5,11.3,66.7,15.0,0.0,,2025
336.0,Tylan Wallace,26.0,BAL,WR,12.0,2.0,8.0,4.0,45.0,11.3,1.0,3.0,37.5,15.0,0.3,3.8,50.0,5.6,0.0,,2025
337.0,Rasheen Ali,24.0,BAL,RB,11.0,0.0,4.0,3.0,26.0,8.7,0.0,1.0,25.0,15.0,0.3,2.4,75.0,6.5,0.0,,2025
338.0,Darius Cooper,24.0,PHI,WR,9.0,0.0,3.0,3.0,26.0,8.7,0.0,1.0,33.3,19.0,0.3,2.9,100.0,8.7,0.0,,2025
339.0,Trevor Etienne,21.0,CAR,RB,13.0,0.0,3.0,3.0,13.0,4.3,0.0,1.0,33.3,7.0,0.2,1.0,100.0,4.3,2.0,,2025
340.0,Kylen Granson,27.0,PHI,TE,13.0,2.0,4.0,3.0,10.0,3.3,0.0,2.0,50.0,5.0,0.2,0.8,75.0,2.5,0.0,,2025
341.0,Najee Harris,27.0,LAC,RB,3.0,0.0,3.0,3.0,25.0,8.3,0.0,1.0,66.7,11.0,1.0,8.3,100.0,8.3,0.0,,2025
342.0,KhaDarel Hodge,30.0,ATL,WR,11.0,1.0,10.0,3.0,31.0,10.3,0.0,2.0,30.0,16.0,0.3,2.8,30.0,3.1,0.0,,2025
343.0,Dylan Laube,26.0,LVR,RB,13.0,0.0,4.0,3.0,18.0,6.0,0.0,1.0,50.0,13.0,0.2,1.4,75.0,4.5,0.0,,2025
344.0,Jaleel McLaughlin,25.0,DEN,RB,4.0,0.0,4.0,3.0,10.0,3.3,0.0,1.0,50.0,9.0,0.8,2.5,75.0,2.5,0.0,,2025
345.0,Bo Melton,26.0,GNB,CB,12.0,0.0,8.0,3.0,73.0,24.3,1.0,3.0,37.5,45.0,0.3,6.1,37.5,9.1,0.0,,2025
346.0,James Mitchell,26.0,CAR,TE,4.0,0.0,3.0,3.0,28.0,9.3,0.0,2.0,100.0,11.0,0.8,7.0,100.0,9.3,0.0,,2025
347.0,Andrew Ogletree,27.0,IND,TE,13.0,5.0,4.0,3.0,16.0,5.3,1.0,1.0,75.0,8.0,0.2,1.2,75.0,4.0,0.0,,2025
348.0,Tip Reiman,24.0,ARI,TE,4.0,3.0,5.0,3.0,18.0,6.0,0.0,1.0,40.0,10.0,0.8,4.5,60.0,3.6,0.0,,2025
349.0,Xavier Restrepo,23.0,TEN,WR,2.0,0.0,7.0,3.0,41.0,13.7,0.0,3.0,42.9,15.0,1.5,20.5,42.9,5.9,0.0,,2025
350.0,Trent Sherfield,29.0,2TM,WR,11.0,3.0,5.0,3.0,21.0,7.0,0.0,1.0,20.0,15.0,0.3,1.9,60.0,4.2,0.0,,2025
350.0,Trent Sherfield,29.0,DEN,WR,10.0,3.0,4.0,3.0,21.0,7.0,0.0,1.0,25.0,15.0,0.3,2.1,75.0,5.3,0.0,,2025
350.0,Trent Sherfield,29.0,ARI,WR,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2025
351.0,Durham Smythe,30.0,CHI,TE,13.0,1.0,5.0,3.0,14.0,4.7,0.0,0.0,40.0,8.0,0.2,1.1,60.0,2.8,0.0,,2025
352.0,Deven Thompkins,26.0,ATL,WR,3.0,0.0,3.0,3.0,27.0,9.0,0.0,1.0,100.0,19.0,1.0,9.0,100.0,9.0,0.0,,2025
353.0,Austin Trammell,27.0,JAX,WR,6.0,0.0,10.0,3.0,46.0,15.3,0.0,2.0,20.0,18.0,0.5,7.7,30.0,4.6,0.0,,2025
354.0,Justin Watson,29.0,HOU,WR,2.0,0.0,4.0,3.0,30.0,10.0,0.0,1.0,50.0,15.0,1.5,15.0,75.0,7.5,0.0,,2025
355.0,Xavier Weaver,25.0,ARI,WR,7.0,1.0,8.0,3.0,24.0,8.0,0.0,0.0,12.5,9.0,0.4,3.4,37.5,3.0,0.0,,2025
356.0,Cody White,27.0,SEA,WR,7.0,0.0,4.0,3.0,90.0,30.0,1.0,2.0,75.0,60.0,0.4,12.9,75.0,22.5,0.0,,2025
357.0,Zamir White,26.0,LVR,RB,4.0,0.0,5.0,3.0,19.0,6.3,0.0,0.0,40.0,9.0,0.8,4.8,60.0,3.8,0.0,,2025
358.0,Josh Whyle,26.0,GNB,TE,5.0,1.0,4.0,3.0,24.0,8.0,1.0,2.0,50.0,21.0,0.6,4.8,75.0,6.0,0.0,,2025
359.0,Cedrick Wilson Jr.,30.0,MIA,WR,6.0,2.0,4.0,3.0,25.0,8.3,0.0,2.0,50.0,16.0,0.5,4.2,75.0,6.3,0.0,,2025
360.0,Braelon Allen,21.0,NYJ,RB,4.0,0.0,3.0,2.0,17.0,8.5,0.0,1.0,66.7,12.0,0.5,4.3,66.7,5.7,1.0,,2025
361.0,Andre Baccellia,28.0,ARI,WR,4.0,1.0,4.0,2.0,8.0,4.0,0.0,0.0,25.0,5.0,0.5,2.0,50.0,2.0,0.0,,2025
362.0,Brenden Bates,26.0,HOU,TE,3.0,0.0,2.0,2.0,23.0,11.5,0.0,2.0,100.0,19.0,0.7,7.7,100.0,11.5,0.0,,2025
363.0,Jake Bobo,27.0,SEA,WR,8.0,0.0,2.0,2.0,20.0,10.0,0.0,1.0,50.0,17.0,0.3,2.5,100.0,10.0,0.0,,2025
364.0,Jalen Brooks,25.0,ARI,WR,1.0,0.0,3.0,2.0,32.0,16.0,0.0,2.0,66.7,20.0,2.0,32.0,66.7,10.7,0.0,,2025
365.0,Harrison Bryant,27.0,HOU,TE,8.0,3.0,6.0,2.0,7.0,3.5,0.0,1.0,16.7,5.0,0.3,0.9,33.3,1.2,0.0,,2025
366.0,Beaux Collins,23.0,NYG,WR,9.0,0.0,6.0,2.0,25.0,12.5,0.0,1.0,33.3,18.0,0.2,2.8,33.3,4.2,0.0,,2025
367.0,AJ Dillon,27.0,PHI,RB,6.0,0.0,2.0,2.0,18.0,9.0,0.0,0.0,100.0,11.0,0.3,3.0,100.0,9.0,1.0,,2025
368.0,Devin Duvernay,28.0,CHI,WR,13.0,0.0,4.0,2.0,26.0,13.0,0.0,1.0,50.0,24.0,0.2,2.0,50.0,6.5,0.0,,2025
369.0,Ross Dwelley,30.0,DET,TE,11.0,1.0,5.0,2.0,7.0,3.5,0.0,0.0,20.0,4.0,0.2,0.6,40.0,1.4,0.0,,2025
370.0,Clyde Edwards-Helaire,26.0,KAN,RB,2.0,0.0,2.0,2.0,9.0,4.5,0.0,0.0,50.0,7.0,1.0,4.5,100.0,4.5,0.0,,2025
371.0,Tai Felton,22.0,MIN,WR,13.0,0.0,2.0,2.0,19.0,9.5,0.0,1.0,50.0,10.0,0.2,1.5,100.0,9.5,0.0,,2025
372.0,Anthony Firkser,30.0,DET,TE,3.0,1.0,2.0,2.0,11.0,5.5,0.0,1.0,50.0,7.0,0.7,3.7,100.0,5.5,0.0,,2025
373.0,Tucker Fisk,26.0,LAC,TE,10.0,7.0,4.0,2.0,19.0,9.5,0.0,1.0,25.0,12.0,0.2,1.9,50.0,4.8,0.0,,2025
374.0,Antonio Gibson,27.0,NWE,RB,5.0,0.0,3.0,2.0,6.0,3.0,0.0,0.0,0.0,5.0,0.4,1.2,66.7,2.0,2.0,,2025
375.0,Xavier Gipson,24.0,PHI,WR,5.0,0.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,3.0,0.4,1.2,100.0,3.0,2.0,,2025
376.0,Tyler Goodson,25.0,IND,RB,8.0,0.0,3.0,2.0,8.0,4.0,0.0,0.0,33.3,8.0,0.3,1.0,66.7,2.7,0.0,,2025
377.0,Anthony Gould,24.0,IND,WR,11.0,1.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,3.0,0.2,0.5,100.0,3.0,0.0,,2025
378.0,Connor Heyward,26.0,PIT,TE,13.0,1.0,3.0,2.0,18.0,9.0,1.0,1.0,66.7,12.0,0.2,1.4,66.7,6.0,0.0,,2025
379.0,George Holani,26.0,SEA,RB,11.0,0.0,2.0,2.0,15.0,7.5,0.0,1.0,50.0,11.0,0.2,1.4,100.0,7.5,1.0,,2025
380.0,Lucas Krull,27.0,DEN,TE,3.0,3.0,4.0,2.0,15.0,7.5,0.0,0.0,25.0,9.0,0.7,5.0,50.0,3.8,0.0,,2025
381.0,Tay Martin,28.0,WAS,WR,3.0,0.0,2.0,2.0,23.0,11.5,0.0,1.0,100.0,14.0,0.7,7.7,100.0,11.5,0.0,,2025
382.0,David Martin-Robinson,26.0,TEN,TE,13.0,4.0,2.0,2.0,7.0,3.5,1.0,2.0,100.0,6.0,0.2,0.5,100.0,3.5,0.0,,2025
383.0,Scott Matlock,25.0,LAC,FB,12.0,4.0,2.0,2.0,3.0,1.5,1.0,1.0,50.0,2.0,0.2,0.3,100.0,1.5,0.0,,2025
384.0,Ryan Miller,25.0,TAM,WR,13.0,3.0,4.0,2.0,34.0,17.0,1.0,1.0,25.0,20.0,0.2,2.6,50.0,8.5,0.0,,2025
385.0,Quintin Morris,26.0,JAX,TE,10.0,3.0,5.0,2.0,25.0,12.5,0.0,2.0,40.0,14.0,0.2,2.5,40.0,5.0,0.0,,2025
386.0,Jordan Watkins,23.0,SFO,WR,3.0,0.0,3.0,2.0,26.0,13.0,0.0,1.0,33.3,19.0,0.7,8.7,66.7,8.7,0.0,,2025
387.0,Jared Wayne,25.0,HOU,WR,1.0,1.0,2.0,2.0,20.0,10.0,0.0,1.0,50.0,17.0,2.0,20.0,100.0,10.0,0.0,,2025
388.0,Blake Whiteheart,25.0,CLE,TE,13.0,2.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,4.0,0.2,0.3,50.0,1.0,1.0,,2025
389.0,Caleb Williams,24.0,CHI,QB,13.0,13.0,2.0,2.0,22.0,11.0,1.0,2.0,100.0,20.0,0.2,1.7,100.0,11.0,6.0,,2025
390.0,Colson Yankoff,25.0,WAS,TE,11.0,0.0,3.0,2.0,18.0,9.0,0.0,2.0,66.7,14.0,0.2,1.6,66.7,6.0,0.0,,2025
391.0,Dareke Young,26.0,SEA,WR,6.0,0.0,2.0,2.0,48.0,24.0,0.0,2.0,100.0,36.0,0.3,8.0,100.0,24.0,0.0,,2025
392.0,Zaire Mitchell-Paden,26.0,2TM,TE,8.0,1.0,3.0,2.0,17.0,8.5,0.0,1.0,33.3,14.0,0.3,2.1,66.7,5.7,0.0,,2025
392.0,Zaire Mitchell-Paden,26.0,BAL,TE,6.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.2,0.5,50.0,1.5,0.0,,2025
392.0,Zaire Mitchell-Paden,26.0,NOR,TE,2.0,0.0,1.0,1.0,14.0,14.0,0.0,1.0,100.0,14.0,0.5,7.0,100.0,14.0,0.0,,2025
